-7398,4065,3
-7387,4072,12
-7404,4074,23
-7385,4075,6
-7387,4072,10
-7396,4068,28
-7379,4062,16
-7395,4085,19
-7397,4064,25
-7395,4069,5
-7395,4069,8
-7395,4085,6
-7387,4072,13
-7378,4062,16
-7387,4074,22
-7388,4072,30
-7388,4072,11
-7399,4065,19
-7385,4075,24
-7385,4075,7
-7379,4066,16
-7384,4074,17
-7387,4072,18
-7379,4066,26
-7385,4074,7
-7393,4085,9
-7393,4083,11
-7398,4065,16
-7379,4062,8
-7394,4070,15
-7379,4066,18
-7387,4073,26
-7399,4065,11
-7387,4072,14
-7385,4076,16
-7396,4084,18
-7398,4065,29
-7383,4074,7
-7385,4074,6
-7393,4083,7
-7388,4072,18
-7396,4068,27
-7383,4074,6
-7378,4062,8
-7385,4075,8
-7384,4074,9
-7400,4065,17
-7396,4067,22
-7394,4071,6
-7380,4062,13
-7379,4062,19
-7393,4083,22
-7404,4073,25
-7385,4074,8
-7405,4073,9
-7383,4074,20
-7388,4072,24
-7380,4062,8
-7383,4074,8
-7399,4065,3
-7388,4072,5
-7404,4074,11
-7378,4062,19
-7385,4076,6
-7394,4070,21
-7387,4072,9
-7398,4065,19
-7404,4073,23
-7404,4073,11
-7383,4074,16
-7404,4074,25
-7403,4075,8
-7393,4072,10
-7395,4069,15
-7385,4075,17
-7398,4065,4
-7379,4066,25
-7398,4065,9
-7399,4065,16
-7393,4084,29
-7392,4082,2
-7379,4066,17
-7386,4074,23
-7387,4072,25
-7385,4076,8
-7398,4065,21
-7399,4065,4
-7393,4084,15
-7403,4075,26
-7383,4076,26
-7396,4067,20
-7403,4074,4
-7384,4075,5
-7385,4076,7
-7378,4062,13
-7385,4074,25
-7392,4080,25
-7383,4074,9
-7388,4072,15
-7384,4076,26
-7396,4067,8
-7398,4065,15
-7393,4084,26
-7387,4072,6
-7393,4084,7
-7393,4072,9
-7393,4084,12
-7387,4074,20
-7393,4085,26
-7393,4083,29
-7383,4074,25
-7398,4063,26
-7387,4074,21
-7393,4084,19
-7383,4076,24
-7383,4075,5
-7387,4072,19
-7379,4066,23
-7385,4075,9
-7379,4066,24
-7384,4076,25
-7397,4065,23
-7388,4072,25
-7385,4074,26
