-7406,4071,3
-7404,4072,3
-7403,4078,7
-7392,4079,8
-7380,4069,13
-7406,4071,15
-7397,4062,16
-7398,4062,18
-7391,4084,18
-7383,4069,21
-7407,4072,23
-7382,4075,23
-7399,4063,28
-7391,4072,29
-7396,4064,3
-7406,4072,13
-7408,4072,14
-7395,4066,15
-7390,4082,17
-7393,4071,18
-7387,4071,18
-7392,4085,18
-7390,4072,19
-7392,4079,22
-7405,4071,23
-7402,4063,24
-7391,4079,24
-7399,4064,29
-7392,4087,2
-7387,4071,3
-7390,4084,3
-7397,4062,6
-7383,4069,6
-7404,4075,6
-7387,4071,9
-7382,4072,9
-7384,4070,16
-7408,4072,21
-7392,4072,21
-7402,4062,24
-7405,4071,24
-7382,4075,26
-7402,4078,30
-7396,4065,3
-7403,4077,4
-7383,4069,7
-7406,4072,11
-7398,4062,13
-7407,4073,13
-7407,4072,15
-7396,4064,21
-7396,4065,21
-7407,4073,22
-7403,4077,25
-7404,4076,26
-7407,4073,30
-7396,4065,2
-7404,4075,2
-7392,4084,8
-7387,4071,10
-7380,4071,12
-7399,4081,13
-7390,4082,14
-7392,4084,20
-7395,4065,25
-7402,4078,28
-7404,4076,30
-7392,4085,30
-7387,4071,2
-7405,4073,4
-7392,4071,9
-7407,4072,9
-7396,4065,16
-7393,4069,16
-7404,4076,17
-7396,4085,17
-7396,4065,18
-7408,4073,21
-7391,4080,25
-7382,4067,26
-7408,4073,28
-7380,4071,29
-7381,4071,2
-7393,4070,3
-7396,4064,4
-7405,4073,5
-7406,4072,7
-7391,4081,10
-7392,4085,10
-7393,4086,12
-7380,4070,18
-7407,4072,22
-7402,4078,26
-7390,4072,28
-7399,4081,30
-7390,4084,2
-7396,4064,7
-7408,4071,14
-7405,4072,18
-7405,4075,20
-7407,4073,3
-7387,4071,5
-7392,4084,13
-7399,4063,16
-7391,4072,16
-7405,4075,16
-7390,4083,16
-7405,4075,18
-7383,4072,19
-7391,4083,19
-7382,4076,23
-7400,4064,25
-7402,4064,26
-7407,4073,27
-7399,4063,29
-7407,4072,2
-7404,4071,7
-7392,4071,10
-7408,4073,13
-7396,4065,15
-7381,4068,19
-7403,4077,26
-7397,4061,28
-7404,4076,29
-7405,4071,30
-7401,4079,30
