-7400,4076,3
-7401,4073,7
-7399,4077,20
-7399,4072,26
-7401,4074,20
-7397,4078,23
-7401,4073,4
-7401,4074,12
-7400,4071,24
-7396,4076,7
-7399,4072,3
-7400,4072,6
-7396,4077,12
-7396,4077,11
-7400,4076,4
-7401,4074,19
-7401,4074,7
-7398,4073,11
-7396,4076,20
-7399,4077,18
-7400,4076,2
-7397,4078,9
-7397,4074,15
-7401,4072,11
-7397,4078,16
-7397,4078,22
-7397,4078,15
-7396,4077,6
-7401,4072,26
-7399,4076,1
-7397,4078,24
-7398,4073,28
-7398,4073,26
-7398,4073,8
-7400,4074,1
-7399,4072,19
-7401,4074,3
-7397,4074,22
-7401,4072,28
-7399,4072,4
-7397,4074,29
-7397,4078,29
-7398,4073,21
-7396,4076,11
-7400,4071,17
-7401,4074,4
-7398,4073,14
-7399,4077,6
-7400,4071,30
-7401,4072,21
-7399,4072,8
-7401,4073,2
-7397,4074,28
-7396,4076,12
-7399,4072,31
-7399,4077,19
-7401,4072,8
-7397,4074,14
-7401,4072,14
-7399,4077,2
-7399,4077,3
-7399,4072,2
-7399,4072,28
-7401,4073,5
-7399,4077,5
-7400,4071,23
-7396,4077,18
-7399,4072,21
-7397,4074,23
-7397,4078,10
-7400,4073,1
-7400,4071,25
-7397,4078,21
-7401,4074,5
-7397,4074,21
-7397,4078,25
-7397,4078,14
-7399,4077,4
-7396,4077,19
-7399,4072,14
-7397,4078,17
-7396,4076,6
-7396,4077,5
-7397,4074,16
-7397,4074,27
-7397,4074,30
-7401,4074,31
-7398,4073,3
-7397,4078,28
-7397,4078,8
-7398,4073,27
-7401,4074,6
-7396,4076,18
-7400,4071,10
-7401,4072,27
-7399,4072,12
-7401,4072,3
-7397,4074,13
-7401,4073,6
-7398,4073,19
-7401,4072,19
-7400,4071,16
-7397,4078,13
-7398,4073,13
-7396,4076,19
-7398,4073,12
-7397,4078,26
-7401,4074,2
-7398,4073,4
-7398,4073,2
-7401,4072,31
-7397,4074,9
-7397,4074,8
-7401,4072,13
-7399,4072,27
-7397,4078,27
-7401,4072,12
-7398,4073,31
-7396,4076,5
-7398,4073,7
-7400,4071,9
-7401,4072,4
-7401,4075,30
-7396,4078,30
