-7381,4069,7
-7380,4067,11
-7397,4063,19
-7405,4074,23
-7402,4066,25
-7398,4063,30
-7393,4072,30
-7404,4075,12
-7404,4073,14
-7397,4065,15
-7381,4067,22
-7382,4070,26
-7391,4083,3
-7394,4086,3
-7395,4068,4
-7406,4072,9
-7390,4072,10
-7392,4083,11
-7381,4070,14
-7403,4076,17
-7397,4063,20
-7383,4071,21
-7403,4076,27
-7396,4064,28
-7405,4073,29
-7398,4064,3
-7397,4063,4
-7392,4081,5
-7383,4071,12
-7381,4067,16
-7405,4073,16
-7400,4065,20
-7400,4065,28
-7392,4080,29
-7393,4086,30
-7398,4063,2
-7406,4073,9
-7404,4073,13
-7402,4067,15
-7382,4066,16
-7405,4073,17
-7381,4071,25
-7397,4065,27
-7393,4070,2
-7393,4072,2
-7397,4064,4
-7392,4080,5
-7380,4067,8
-7395,4067,10
-7398,4063,11
-7382,4071,12
-7404,4074,14
-7397,4062,23
-7382,4069,24
-7396,4063,28
-7405,4072,28
-7392,4080,6
-7405,4074,21
-7382,4071,24
-7381,4069,8
-7380,4067,13
-7383,4071,13
-7393,4072,15
-7398,4064,27
-7395,4067,2
-7402,4078,9
-7393,4086,17
-7383,4074,18
-7397,4065,4
-7403,4077,10
-7398,4064,11
-7381,4067,11
-7386,4074,12
-7405,4073,15
-7381,4069,28
-7397,4065,3
-7397,4065,12
-7397,4065,16
-7397,4063,17
-7398,4062,27
-7381,4070,3
-7381,4067,6
-7398,4064,14
-7397,4065,18
-7382,4071,22
-7403,4075,6
-7389,4072,7
-7392,4083,9
-7381,4067,10
-7382,4069,10
-7391,4083,10
-7404,4072,11
-7391,4082,11
-7386,4074,13
-7397,4065,14
-7397,4063,16
-7405,4072,26
-7396,4064,30
-7382,4068,30
-7405,4072,30
-7392,4084,3
-7402,4067,8
-7402,4067,10
-7380,4071,11
-7396,4085,12
-7380,4067,14
-7383,4070,19
-7402,4068,20
-7405,4073,27
-7382,4067,3
-7382,4071,13
-7405,4074,17
-7398,4063,20
-7381,4071,21
-7396,4066,22
-7381,4069,22
-7405,4073,22
-7394,4086,23
-7380,4067,24
-7399,4063,25
-7396,4063,26
-7406,4072,28
-7397,4064,7
-7381,4067,7
-7397,4064,8
-7381,4071,13
-7396,4063,14
-7405,4074,24
-7382,4069,25
