-7394,4079,6
-7395,4080,19
-7403,4069,23
-7378,4065,11
-7379,4063,24
-7394,4076,1
-7378,4065,12
-7395,4080,5
-7387,4078,7
-7379,4063,22
-7380,4064,12
-7388,4078,24
-7379,4064,23
-7389,4077,27
-7398,4081,31
-7403,4069,21
-7399,4069,23
-7403,4072,20
-7403,4069,14
-7378,4064,10
-7398,4070,30
-7399,4068,9
-7389,4076,7
-7380,4065,19
-7397,4071,23
-7378,4065,18
-7380,4063,2
-7389,4076,28
-7380,4065,2
-7387,4078,28
-7403,4069,30
-7395,4080,7
-7389,4078,15
-7380,4065,20
-7395,4080,27
-7380,4064,10
-7397,4072,1
-7380,4064,7
-7389,4077,14
-7380,4065,11
-7378,4063,10
-7389,4077,11
-7395,4080,20
-7403,4069,27
-7398,4081,10
-7387,4078,2
-7387,4078,29
-7389,4076,25
-7402,4076,18
-7379,4065,23
-7398,4070,23
-7378,4064,21
-7403,4072,6
-7403,4069,16
-7380,4064,18
-7378,4065,7
-7399,4080,6
-7388,4078,30
-7389,4078,27
-7399,4069,17
-7388,4078,9
-7399,4069,25
-7380,4063,19
-7403,4072,12
-7388,4078,18
-7380,4065,12
-7389,4076,16
-7380,4063,11
-7379,4063,23
-7378,4063,21
-7389,4076,2
-7378,4064,15
-7400,4068,24
-7389,4076,29
-7387,4078,16
-7389,4078,11
-7398,4081,20
-7378,4064,16
-7378,4063,15
-7389,4077,7
-7387,4078,10
-7378,4064,13
-7389,4077,28
-7380,4063,20
-7397,4071,16
-7403,4069,8
-7400,4079,30
-7389,4076,23
-7389,4078,14
-7399,4069,16
-7398,4081,14
-7380,4065,10
-7403,4069,13
-7399,4068,11
-7379,4064,27
-7378,4064,17
-7380,4065,7
-7378,4065,10
-7389,4076,10
-7380,4064,15
-7399,4069,10
-7399,4068,18
-7396,4081,1
-7378,4063,13
-7380,4064,16
-7398,4070,18
-7380,4063,12
-7387,4078,23
-7399,4068,31
-7378,4065,21
-7388,4076,31
-7400,4069,1
-7380,4065,18
-7395,4081,30
-7403,4072,10
-7400,4068,30
-7389,4076,8
-7402,4076,24
-7402,4076,25
-7378,4064,25
-7400,4079,23
-7389,4078,7
-7402,4076,12
-7400,4079,24
