-7384,4068,2
-7396,4061,3
-7390,4085,5
-7391,4087,8
-7402,4063,9
-7388,4071,9
-7395,4062,11
-7385,4069,11
-7386,4084,11
-7400,4064,15
-7389,4083,18
-7399,4061,19
-7388,4071,19
-7404,4070,20
-7394,4067,21
-7394,4064,22
-7397,4060,24
-7392,4064,25
-7378,4066,27
-7392,4086,28
-7403,4078,29
-7399,4061,30
-7387,4083,3
-7391,4086,3
-7391,4079,4
-7405,4076,5
-7393,4070,6
-7391,4070,9
-7397,4084,9
-7401,4065,12
-7392,4086,12
-7401,4082,13
-7419,4069,14
-7382,4074,14
-7394,4062,15
-7394,4063,15
-7389,4081,16
-7404,4069,18
-7400,4064,19
-7395,4065,19
-7394,4065,19
-7404,4077,19
-7390,4081,19
-7397,4057,21
-7391,4084,21
-7390,4080,26
-7393,4070,27
-7406,4074,27
-7391,4080,27
-7392,4063,28
-7396,4058,29
-7384,4077,30
-7391,4087,2
-7394,4065,3
-7405,4071,3
-7401,4079,4
-7391,4080,5
-7404,4078,6
-7390,4082,7
-7393,4066,8
-7405,4078,8
-7389,4083,8
-7398,4060,11
-7379,4067,13
-7394,4064,14
-7418,4069,14
-7388,4083,15
-7404,4081,16
-7391,4080,17
-7392,4087,19
-7398,4060,23
-7395,4062,23
-7408,4071,24
-7401,4080,24
-7403,4078,26
-7398,4058,28
-7391,4071,29
-7402,4079,29
-7392,4070,30
-7402,4081,30
-7393,4067,3
-7399,4082,3
-7393,4087,3
-7405,4076,4
-7405,4071,5
-7389,4084,5
-7405,4077,6
-7398,4061,7
-7391,4071,7
-7399,4082,7
-7388,4083,7
-7387,4068,9
-7398,4060,10
-7400,4081,10
-7394,4066,11
-7395,4064,15
-7419,4069,17
-7418,4069,17
-7405,4076,17
-7400,4080,17
-7397,4061,18
-7392,4069,18
-7393,4063,21
-7393,4068,22
-7400,4081,23
-7392,4062,25
-7391,4082,28
-7391,4083,28
-7395,4086,28
-7383,4073,30
-7388,4082,30
