-7398,4060,2
-7402,4079,2
-7401,4079,3
-7393,4068,5
-7393,4071,6
-7383,4073,6
-7389,4083,6
-7383,4073,7
-7379,4072,8
-7399,4083,8
-7404,4070,10
-7391,4087,10
-7386,4068,11
-7406,4074,11
-7402,4081,13
-7402,4081,14
-7403,4063,15
-7403,4063,16
-7403,4078,19
-7382,4076,20
-7389,4082,21
-7398,4061,22
-7400,4081,22
-7403,4062,24
-7387,4083,24
-7393,4068,25
-7404,4077,25
-7392,4086,27
-7388,4082,28
-7379,4071,29
-7382,4075,29
-7389,4083,30
-7389,4079,3
-7396,4061,4
-7398,4083,4
-7419,4068,5
-7387,4084,5
-7382,4074,6
-7392,4070,7
-7379,4071,7
-7401,4080,7
-7401,4064,10
-7389,4081,11
-7384,4069,12
-7391,4079,14
-7386,4070,15
-7402,4064,16
-7419,4068,17
-7393,4068,19
-7394,4063,20
-7392,4063,21
-7402,4079,22
-7399,4081,27
-7397,4057,28
-7398,4059,30
-7393,4067,30
-7401,4082,30
-7400,4064,4
-7419,4069,5
-7389,4081,5
-7392,4065,6
-7407,4072,6
-7387,4083,6
-7392,4068,8
-7385,4069,9
-7406,4074,10
-7391,4070,11
-7401,4080,13
-7386,4083,13
-7401,4065,14
-7419,4068,14
-7391,4085,16
-7392,4087,16
-7403,4062,17
-7418,4068,17
-7404,4069,17
-7379,4072,19
-7379,4072,20
-7394,4064,21
-7393,4064,21
-7393,4068,23
-7397,4060,25
-7393,4067,25
-7390,4081,25
-7391,4083,25
-7401,4063,27
-7393,4063,27
-7400,4080,27
-7391,4081,27
-7402,4063,28
-7398,4060,30
-7388,4071,3
-7384,4077,3
-7407,4073,6
-7403,4079,6
-7385,4069,8
-7382,4074,8
-7400,4081,8
-7394,4065,9
-7379,4067,9
-7395,4064,10
-7388,4084,12
-7406,4074,15
-7391,4086,17
-7400,4064,18
-7396,4058,20
-7401,4065,21
-7384,4077,22
-7402,4079,25
-7395,4063,26
-7393,4064,26
-7383,4068,26
-7393,4064,30
-7386,4082,30
-7382,4074,2
-7382,4076,2
-7404,4077,2
-7418,4069,5
-7388,4071,7
-7389,4071,8
-7384,4077,8
-7393,4087,9
-7384,4068,10
-7385,4069,10
-7399,4082,10
-7395,4063,11
-7392,4069,11
-7398,4060,13
-7394,4066,13
-7402,4064,14
-7394,4068,14
-7400,4082,14
-7383,4068,18
-7403,4078,18
-7392,4064,21
-7393,4065,21
-7392,4069,25
-7382,4073,26
-7394,4066,27
-7396,4057,28
-7394,4062,29
-7404,4077,30
-7391,4085,30
